*2010,1/3/2011,,,,
T130, -,George McNeill,71,5609,79
T130, -,Cameron Percy,71,5183,73
132, -,John Mallinger,71.01,5539,78
133, -,Troy Merritt,71.02,6108,86
T134, -,Kris Blanks,71.03,6464,91
T134, -,Lucas Glover,71.03,5256,74
T136, -,Cliff Kresge,71.04,3552,50
T136, -,Scott Verplank,71.04,5186,73
138, -,Cameron Beckman,71.06,4832,68
139, -,Rocco Mediate,71.08,5047,71
140, -,Jeff Maggert,71.09,5403,76
T141, -,Skip Kendall,71.14,4126,58
T141, -,Omar Uresti,71.14,5264,74
T143, -,Brian Davis,71.15,7186,101
T143, -,Cameron Tringale,71.15,3913,55
T145, -,Stuart Appleby,71.17,7188,101
T145, -,Angel Cabrera,71.17,4484,63
